content_id,genre_id,is_primary_genre
336,13,TRUE
336,19,FALSE
337,3,TRUE
337,34,FALSE
338,17,TRUE
338,20,FALSE
339,31,TRUE
339,2,FALSE
340,13,TRUE
340,14,FALSE
340,15,FALSE
341,26,TRUE
341,23,FALSE
341,19,FALSE
342,13,TRUE
342,14,FALSE
343,17,TRUE
344,13,TRUE
345,12,TRUE
345,17,FALSE
345,13,FALSE
346,12,TRUE
346,17,FALSE
347,26,TRUE
347,17,FALSE
348,12,TRUE
348,17,FALSE
348,23,FALSE
349,17,TRUE
350,13,TRUE
350,30,FALSE
351,26,TRUE
351,13,FALSE
351,23,FALSE
352,26,TRUE
352,17,FALSE
352,35,FALSE
353,17,TRUE
353,13,FALSE
354,22,TRUE
355,26,TRUE
355,17,FALSE
356,13,TRUE
356,19,FALSE
357,26,TRUE
358,13,TRUE
358,14,FALSE
358,19,FALSE
359,19,TRUE
360,39,TRUE
361,17,TRUE
361,20,FALSE
362,3,TRUE
362,27,FALSE
363,13,TRUE
363,15,FALSE
364,26,TRUE
364,15,FALSE
364,19,FALSE
365,25,TRUE
365,10,FALSE
366,13,TRUE
366,14,FALSE
366,15,FALSE
367,16,TRUE
367,2,FALSE
367,8,FALSE
368,1,TRUE
368,15,FALSE
369,2,TRUE
369,8,FALSE
370,16,TRUE
370,5,FALSE
370,7,FALSE
371,6,TRUE
371,3,FALSE
371,34,FALSE
372,13,TRUE
372,14,FALSE
372,15,FALSE
373,26,TRUE
373,15,FALSE
374,26,TRUE
374,17,FALSE
374,15,FALSE
375,17,TRUE
375,15,FALSE
375,20,FALSE
376,17,TRUE
376,20,FALSE
377,31,TRUE
378,26,TRUE
378,15,FALSE
379,1,TRUE
380,8,TRUE
381,5,TRUE
381,6,FALSE
381,27,FALSE
382,5,TRUE
382,2,FALSE
382,18,FALSE
383,3,TRUE
383,34,FALSE
384,26,TRUE
384,15,FALSE
385,19,TRUE
386,5,TRUE
386,2,FALSE
386,10,FALSE
387,25,TRUE
388,17,TRUE
388,13,FALSE
388,15,FALSE
389,41,TRUE
389,10,FALSE
390,13,TRUE
390,15,FALSE
390,19,FALSE
391,42,TRUE
391,6,FALSE
391,3,FALSE
392,2,TRUE
392,6,FALSE
392,3,FALSE
393,26,TRUE
393,13,FALSE
394,12,TRUE
394,30,FALSE
395,13,TRUE
395,14,FALSE
395,15,FALSE
396,17,TRUE
396,15,FALSE
397,26,TRUE
397,22,FALSE
397,15,FALSE
398,2,TRUE
398,9,FALSE
398,10,FALSE
399,22,TRUE
399,15,FALSE
399,19,FALSE
400,6,TRUE
400,27,FALSE
401,31,TRUE
401,41,FALSE
402,2,TRUE
402,18,FALSE
402,6,FALSE
403,13,TRUE
403,20,FALSE
404,7,TRUE
405,1,TRUE
406,12,TRUE
407,12,TRUE
408,12,TRUE
409,12,TRUE
410,12,TRUE
411,12,TRUE
412,12,TRUE
413,12,TRUE
414,12,TRUE
415,12,TRUE
416,12,TRUE
417,12,TRUE
418,12,TRUE
419,12,TRUE
420,12,TRUE
420,30,FALSE
421,12,TRUE
422,12,TRUE
423,12,TRUE
424,12,TRUE
425,12,TRUE
426,3,TRUE
427,13,TRUE
428,17,TRUE
428,15,FALSE
429,29,TRUE
429,12,FALSE
429,15,FALSE
430,13,TRUE
430,15,FALSE
430,19,FALSE
431,16,TRUE
431,2,FALSE
431,8,FALSE
432,2,TRUE
432,8,FALSE
432,9,FALSE
433,12,TRUE
434,17,TRUE
434,13,FALSE
434,14,FALSE
435,42,TRUE
435,5,FALSE
435,2,FALSE
436,5,TRUE
436,2,FALSE
436,9,FALSE
437,13,TRUE
437,15,FALSE
437,20,FALSE
438,26,TRUE
439,13,TRUE
439,15,FALSE
439,20,FALSE
440,13,TRUE
440,15,FALSE
440,19,FALSE
441,7,TRUE
441,33,FALSE
442,22,TRUE
442,38,FALSE
443,25,TRUE
443,10,FALSE
444,17,TRUE
444,15,FALSE
445,7,TRUE
446,13,TRUE
446,14,FALSE
446,19,FALSE
447,13,TRUE
448,13,TRUE
448,20,FALSE
449,13,TRUE
449,20,FALSE
450,13,TRUE
450,20,FALSE
451,13,TRUE
451,20,FALSE
452,26,TRUE
452,13,FALSE
452,20,FALSE
453,17,TRUE
453,13,FALSE
453,15,FALSE
454,31,TRUE
454,2,FALSE
455,17,TRUE
455,35,FALSE
456,1,TRUE
456,15,FALSE
456,21,FALSE
457,2,TRUE
457,9,FALSE
457,10,FALSE
458,1,TRUE
458,15,FALSE
458,30,FALSE
459,13,TRUE
459,15,FALSE
459,20,FALSE
460,10,TRUE
460,3,FALSE
460,34,FALSE
461,12,TRUE
461,17,FALSE
461,30,FALSE
462,17,TRUE
462,13,FALSE
462,14,FALSE
463,1,TRUE
464,22,TRUE
464,15,FALSE
465,26,TRUE
465,17,FALSE
466,5,TRUE
466,7,FALSE
467,8,TRUE
468,1,TRUE
468,15,FALSE
469,17,TRUE
469,13,FALSE
469,15,FALSE
470,13,TRUE
470,14,FALSE
471,40,TRUE
472,12,TRUE
472,13,FALSE
472,15,FALSE
473,25,TRUE
474,1,TRUE
474,30,FALSE
475,26,TRUE
475,17,FALSE
476,39,TRUE
477,17,TRUE
477,1,FALSE
477,15,FALSE
478,10,TRUE
478,3,FALSE
478,34,FALSE
479,2,TRUE
479,3,FALSE
479,27,FALSE
480,22,TRUE
481,17,TRUE
481,13,FALSE
481,15,FALSE
482,26,TRUE
482,13,FALSE
482,15,FALSE
483,7,TRUE
484,13,TRUE
484,15,FALSE
484,20,FALSE
485,39,TRUE
486,19,TRUE
487,12,TRUE
487,17,FALSE
487,23,FALSE
488,2,TRUE
488,9,FALSE
488,18,FALSE
489,9,TRUE
489,3,FALSE
490,17,TRUE
490,15,FALSE
491,5,TRUE
491,7,FALSE
491,2,FALSE
492,17,TRUE
492,13,FALSE
492,20,FALSE
493,13,TRUE
493,20,FALSE
494,31,TRUE
494,11,FALSE
494,24,FALSE
495,17,TRUE
495,21,FALSE
496,1,TRUE
496,15,FALSE
497,26,TRUE
497,15,FALSE
498,7,TRUE
499,13,TRUE
499,15,FALSE
500,7,TRUE
501,26,TRUE
501,15,FALSE
502,13,TRUE
502,15,FALSE
503,13,TRUE
503,15,FALSE
503,20,FALSE
504,5,TRUE
504,2,FALSE
504,3,FALSE
505,2,TRUE
505,18,FALSE
505,10,FALSE
506,13,TRUE
506,15,FALSE
507,15,TRUE
507,20,FALSE
508,17,TRUE
508,15,FALSE
509,13,TRUE
509,15,FALSE
510,25,TRUE
511,2,TRUE
511,3,FALSE
511,4,FALSE
512,41,TRUE
512,10,FALSE
513,25,TRUE
514,6,TRUE
514,3,FALSE
514,27,FALSE
515,16,TRUE
515,2,FALSE
515,10,FALSE
516,16,TRUE
516,2,FALSE
516,10,FALSE
517,2,TRUE
517,3,FALSE
517,4,FALSE
518,2,TRUE
518,9,FALSE
518,10,FALSE
519,13,TRUE
519,15,FALSE
520,16,TRUE
520,5,FALSE
520,7,FALSE
521,10,TRUE
522,2,TRUE
522,10,FALSE
523,25,TRUE
523,32,FALSE
523,10,FALSE
524,16,TRUE
524,5,FALSE
524,2,FALSE
525,2,TRUE
525,3,FALSE
526,25,TRUE
527,10,TRUE
527,3,FALSE
528,25,TRUE
529,13,TRUE
529,15,FALSE
529,20,FALSE
530,13,TRUE
530,15,FALSE
531,25,TRUE
531,10,FALSE
532,13,TRUE
532,15,FALSE
533,5,TRUE
533,11,FALSE
533,4,FALSE
534,2,TRUE
534,3,FALSE
535,13,TRUE
535,15,FALSE
536,25,TRUE
536,10,FALSE
537,7,TRUE
537,2,FALSE
537,33,FALSE
538,2,TRUE
538,8,FALSE
539,16,TRUE
539,2,FALSE
539,3,FALSE
540,25,TRUE
540,6,FALSE
540,27,FALSE
541,16,TRUE
541,25,FALSE
542,17,TRUE
542,13,FALSE
542,15,FALSE
543,13,TRUE
543,15,FALSE
544,5,TRUE
544,2,FALSE
544,6,FALSE
545,2,TRUE
545,10,FALSE
546,25,TRUE
546,32,FALSE
547,2,TRUE
547,9,FALSE
547,3,FALSE
548,25,TRUE
549,9,TRUE
549,3,FALSE
550,2,TRUE
550,8,FALSE
551,22,TRUE
551,38,FALSE
552,15,TRUE
552,20,FALSE
552,19,FALSE
553,17,TRUE
553,15,FALSE
554,5,TRUE
554,2,FALSE
554,3,FALSE
555,13,TRUE
555,15,FALSE
555,19,FALSE
556,26,TRUE
556,35,FALSE
556,15,FALSE
557,22,TRUE
557,15,FALSE
557,19,FALSE
558,22,TRUE
558,23,FALSE
559,26,TRUE
560,26,TRUE
561,1,TRUE
561,30,FALSE
562,26,TRUE
562,17,FALSE
563,17,TRUE
564,26,TRUE
564,17,FALSE
564,23,FALSE
565,17,TRUE
565,13,FALSE
565,14,FALSE
566,2,TRUE
566,25,FALSE
566,4,FALSE
567,26,TRUE
567,17,FALSE
568,26,TRUE
568,19,FALSE
569,12,TRUE
569,17,FALSE
570,13,TRUE
570,15,FALSE
570,20,FALSE
571,26,TRUE
571,15,FALSE
572,2,TRUE
572,9,FALSE
572,10,FALSE
573,17,TRUE
573,13,FALSE
573,15,FALSE
574,12,TRUE
574,17,FALSE
575,12,TRUE
575,17,FALSE
576,17,TRUE
576,13,FALSE
576,20,FALSE
577,13,TRUE
577,37,FALSE
577,15,FALSE
578,2,TRUE
578,10,FALSE
579,13,TRUE
579,20,FALSE
580,26,TRUE
580,28,FALSE
580,17,FALSE
581,26,TRUE
581,29,FALSE
581,15,FALSE
582,26,TRUE
582,23,FALSE
583,17,TRUE
583,13,FALSE
584,17,TRUE
584,20,FALSE
585,17,TRUE
586,13,TRUE
586,20,FALSE
587,22,TRUE
588,2,TRUE
588,10,FALSE
588,3,FALSE
589,25,TRUE
590,13,TRUE
590,15,FALSE
591,31,TRUE
591,25,FALSE
592,13,TRUE
592,20,FALSE
593,17,TRUE
593,20,FALSE
594,12,TRUE
594,17,FALSE
595,26,TRUE
595,23,FALSE
596,12,TRUE
596,17,FALSE
597,17,TRUE
597,13,FALSE
597,14,FALSE
598,26,TRUE
598,17,FALSE
598,30,FALSE
599,13,TRUE
599,19,FALSE
600,13,TRUE
601,19,TRUE
602,26,TRUE
602,12,FALSE
602,28,FALSE
603,26,TRUE
603,12,FALSE
603,13,FALSE
604,12,TRUE
604,13,FALSE
605,13,TRUE
606,26,TRUE
607,13,TRUE
607,15,FALSE
608,22,TRUE
608,19,FALSE
609,26,TRUE
610,26,TRUE
610,20,FALSE
611,26,TRUE
611,22,FALSE
611,23,FALSE
612,26,TRUE
612,22,FALSE
612,23,FALSE
613,26,TRUE
613,22,FALSE
613,23,FALSE
614,13,TRUE
614,15,FALSE
614,19,FALSE
615,13,TRUE
615,20,FALSE
615,23,FALSE
616,13,TRUE
616,21,FALSE
616,20,FALSE
617,13,TRUE
618,2,TRUE
618,9,FALSE
618,3,FALSE
619,26,TRUE
619,17,FALSE
620,13,TRUE
620,15,FALSE
621,8,TRUE
622,31,TRUE
622,5,FALSE
622,2,FALSE
623,19,TRUE
624,17,TRUE
624,13,FALSE
624,15,FALSE
625,13,TRUE
625,15,FALSE
625,19,FALSE
626,5,TRUE
626,2,FALSE
626,18,FALSE
627,16,TRUE
627,5,FALSE
627,7,FALSE
628,31,TRUE
628,2,FALSE
628,34,FALSE
629,25,TRUE
630,13,TRUE
630,15,FALSE
631,13,TRUE
632,31,TRUE
632,2,FALSE
633,17,TRUE
633,15,FALSE
634,13,TRUE
634,14,FALSE
634,15,FALSE
635,1,TRUE
635,15,FALSE
636,13,TRUE
636,15,FALSE
637,26,TRUE
638,2,TRUE
638,3,FALSE
638,4,FALSE
639,9,TRUE
639,3,FALSE
640,31,TRUE
640,2,FALSE
641,2,TRUE
641,3,FALSE
642,1,TRUE
642,30,FALSE
643,2,TRUE
643,3,FALSE
644,22,TRUE
645,17,TRUE
645,20,FALSE
646,1,TRUE
646,15,FALSE
647,17,TRUE
647,15,FALSE
647,21,FALSE
648,2,TRUE
648,8,FALSE
649,8,TRUE
649,9,FALSE
650,13,TRUE
650,15,FALSE
650,20,FALSE
651,13,TRUE
651,15,FALSE
652,17,TRUE
652,13,FALSE
652,15,FALSE
653,17,TRUE
653,13,FALSE
653,15,FALSE
654,7,TRUE
654,2,FALSE
655,17,TRUE
655,13,FALSE
655,15,FALSE
656,17,TRUE
656,13,FALSE
656,15,FALSE
657,15,TRUE
657,21,FALSE
657,20,FALSE
658,8,TRUE
658,6,FALSE
658,4,FALSE
659,2,TRUE
659,9,FALSE
659,3,FALSE
660,2,TRUE
660,9,FALSE
660,3,FALSE
661,6,TRUE
661,3,FALSE
661,27,FALSE
662,2,TRUE
662,10,FALSE
662,3,FALSE
663,10,TRUE
664,2,TRUE
664,3,FALSE
665,25,TRUE
666,5,TRUE
666,2,FALSE
666,3,FALSE
667,2,TRUE
667,9,FALSE
667,10,FALSE
668,10,TRUE
668,3,FALSE
668,34,FALSE
669,5,TRUE
669,3,FALSE
670,5,TRUE
670,2,FALSE
670,18,FALSE
671,26,TRUE
671,29,FALSE
671,15,FALSE
672,26,TRUE
672,29,FALSE
672,15,FALSE
673,26,TRUE
673,29,FALSE
673,15,FALSE
674,2,TRUE
674,8,FALSE
674,18,FALSE
675,3,TRUE
676,2,TRUE
676,8,FALSE
676,9,FALSE
677,5,TRUE
677,3,FALSE
677,4,FALSE
678,10,TRUE
679,5,TRUE
679,3,FALSE
679,24,FALSE
680,5,TRUE
680,2,FALSE
680,3,FALSE
681,7,TRUE
682,16,TRUE
682,7,FALSE
683,2,TRUE
683,10,FALSE
684,13,TRUE
684,15,FALSE
685,5,TRUE
685,2,FALSE
685,18,FALSE
686,13,TRUE
687,2,TRUE
687,32,FALSE
687,10,FALSE
688,26,TRUE
688,13,FALSE
688,15,FALSE
689,17,TRUE
689,15,FALSE
689,20,FALSE
690,26,TRUE
690,29,FALSE
690,28,FALSE
691,26,TRUE
691,15,FALSE
692,2,TRUE
692,10,FALSE
693,2,TRUE
693,9,FALSE
693,3,FALSE
694,17,TRUE
694,13,FALSE
694,15,FALSE
695,17,TRUE
695,13,FALSE
695,14,FALSE
696,13,TRUE
696,15,FALSE
697,6,TRUE
697,3,FALSE
697,11,FALSE
698,2,TRUE
698,9,FALSE
698,18,FALSE
699,13,TRUE
699,14,FALSE
